t,ps0,ps7,ps2_raw,ps5_raw,front_raw,front_filtered,dist_kalman,kalman_gain,kalman_P,left_enc,right_enc,linear_adv_m,lv,rv,action
59.52,66.8,67.0,68.4,66.3,66.91,81.5,102.03,0.1461,2.9221,51.3767,64.0183,-0.003283,-2.5,-2.5,BACKWARD
59.584,68.1,65.5,69.1,72.7,66.77,77.19,98.26,0.1461,2.9221,51.2197,63.8613,-0.003219,-2.5,-2.5,BACKWARD
59.648,71.5,70.9,64.6,72.4,71.2,73.98,95.71,0.1461,2.9221,51.0627,63.698,-0.003283,-2.5,-2.5,BACKWARD
59.712,69.4,68.8,67.8,63.7,69.11,70.4,93.22,0.1461,2.9221,50.8994,63.541,-0.003283,-2.5,-2.5,BACKWARD
59.776,62.8,69.6,70.9,68.0,66.2,68.04,90.68,0.1461,2.9221,50.7424,63.3778,-0.003283,4.0,4.0,FORWARD
59.84,66.8,68.7,64.2,69.9,67.8,68.22,85.11,0.1461,2.9221,50.9936,63.6352,0.005214,4.0,4.0,FORWARD
59.904,62.5,64.3,70.0,71.1,63.4,67.54,79.71,0.1461,2.9221,51.2511,63.8864,0.005214,4.0,4.0,FORWARD
59.968,82.9,69.0,66.1,66.3,75.93,68.49,76.93,0.1461,2.9221,51.5023,64.1439,0.005214,4.0,4.0,FORWARD
60.032,107.3,67.9,64.8,65.9,87.57,72.18,76.23,0.1461,2.9221,51.7598,64.4014,0.005278,4.5,-4.5,TURN_RIGHT(default)
60.096,103.6,75.7,65.6,68.3,89.64,76.87,78.22,0.1461,2.9221,52.0424,64.1125,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
60.16,109.2,76.7,66.4,71.5,92.95,81.9,80.34,0.1461,2.9221,52.3312,63.8299,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
60.224,107.5,74.4,64.6,68.9,90.98,87.41,81.92,0.1461,2.9221,52.6138,63.541,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
60.288,105.7,75.9,64.1,71.6,90.83,90.39,83.2,0.1461,2.9221,52.9027,63.2584,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
60.352,102.1,75.5,68.9,68.0,88.81,90.64,84.05,0.1461,2.9221,53.1853,62.9696,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
60.416,100.6,77.8,66.9,62.3,89.18,90.55,84.77,0.1461,2.9221,53.4742,62.687,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
60.48,101.3,76.8,68.1,74.4,89.07,89.77,85.42,0.1461,2.9221,53.7568,62.3981,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
60.544,104.5,78.5,72.4,71.4,91.51,89.88,86.29,0.1461,2.9221,54.0457,62.1155,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
60.608,110.3,75.0,67.9,59.0,92.69,90.25,87.25,0.1461,2.9221,54.3283,61.8266,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
60.672,102.1,73.8,68.0,65.0,87.94,90.08,87.32,0.1461,2.9221,54.6172,61.544,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
60.736,101.1,79.9,69.8,74.5,90.55,90.35,87.82,0.1461,2.9221,54.8998,61.2551,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
60.8,85.3,97.1,70.3,68.0,91.21,90.78,88.29,0.1461,2.9221,55.1886,60.9725,6.4e-05,4.0,4.0,FORWARD
60.864,109.5,109.7,61.6,67.5,109.59,94.39,89.2,0.1461,2.9221,55.4398,61.2237,0.00515,4.5,-4.5,TURN_RIGHT(default)
60.928,98.7,107.3,67.6,67.5,103.04,96.46,91.2,0.1461,2.9221,55.7287,60.9411,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
60.992,104.7,108.9,70.3,69.0,106.81,100.24,93.5,0.1461,2.9221,56.0113,60.6522,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
61.056,105.2,124.5,64.4,66.2,114.82,105.09,96.59,0.1461,2.9221,56.3002,60.3696,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
61.12,107.2,105.3,65.4,61.7,106.24,108.1,98.03,0.1461,2.9221,56.5828,60.0808,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
61.184,104.5,113.9,67.4,66.8,109.2,108.02,99.63,0.1461,2.9221,56.8717,59.7982,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
61.248,101.4,104.0,65.2,66.4,102.72,107.96,100.11,0.1461,2.9221,57.1543,59.5093,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
61.312,103.8,109.9,68.6,63.2,106.84,107.96,101.07,0.1461,2.9221,57.4432,59.2267,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
61.376,103.6,119.2,70.6,65.7,111.42,107.28,102.61,0.1461,2.9221,57.7258,58.9378,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
61.44,104.3,111.5,63.0,69.8,107.92,107.62,103.38,0.1461,2.9221,58.0146,58.6489,-0.0,4.5,-4.5,TURN_RIGHT(default)
61.504,70.6,113.6,65.1,67.5,92.11,104.2,101.74,0.1461,2.9221,58.2972,58.3663,0.0,4.5,-4.5,TURN_RIGHT(default)
61.568,65.8,110.6,66.2,62.6,88.16,101.29,99.72,0.1461,2.9221,58.5861,58.0837,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
61.632,66.8,114.4,66.8,70.1,90.58,98.04,98.42,0.1461,2.9221,58.8687,57.7948,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
61.696,73.0,107.4,65.5,67.3,90.21,93.8,97.19,0.1461,2.9221,59.1576,57.5122,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
61.76,70.2,116.0,75.1,67.0,93.1,90.83,96.62,0.1461,2.9221,59.4402,57.2234,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
61.824,63.1,120.0,64.6,67.8,91.52,90.71,95.85,0.1461,2.9221,59.7291,56.9408,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
61.888,66.2,121.1,65.6,63.6,93.66,91.81,95.55,0.1461,2.9221,60.0117,56.6519,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
61.952,65.3,115.7,65.9,72.3,90.51,91.8,94.79,0.1461,2.9221,60.3006,56.3693,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
62.016,74.1,117.8,71.5,66.6,95.95,92.95,94.96,0.1461,2.9221,60.5894,56.0804,0.0,4.5,-4.5,TURN_RIGHT(default)
62.08,64.6,122.0,69.7,69.1,93.34,93.0,94.75,0.1461,2.9221,60.872,55.7915,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
62.144,65.6,115.5,66.5,63.2,90.58,92.81,94.11,0.1461,2.9221,61.1609,55.5089,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
62.208,69.7,120.5,69.4,63.5,95.13,93.1,94.26,0.1461,2.9221,61.4435,55.2263,0.0,4.5,-4.5,TURN_RIGHT(default)
62.272,68.3,118.8,66.1,68.3,93.52,93.71,94.18,0.1461,2.9221,61.7261,54.9374,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
62.336,64.6,114.6,63.6,62.4,89.6,92.43,93.48,0.1461,2.9221,62.015,54.6548,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
62.4,66.2,117.3,70.3,63.6,91.74,92.11,93.26,0.1461,2.9221,62.2976,54.366,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
62.464,65.4,111.6,67.6,70.6,88.5,91.7,92.53,0.1461,2.9221,62.5865,54.0834,6.4e-05,-2.5,-2.5,BACKWARD
62.528,61.0,119.3,66.4,67.2,90.13,90.7,93.61,0.1461,2.9221,62.4232,53.9201,-0.003347,-2.5,-2.5,BACKWARD
62.592,68.0,113.3,67.1,64.4,90.61,90.12,94.55,0.1461,2.9221,62.2662,53.7631,-0.003219,-2.5,-2.5,BACKWARD
62.656,69.1,112.9,64.7,75.5,91.0,90.4,95.43,0.1461,2.9221,62.1092,53.5998,-0.003283,-2.5,-2.5,BACKWARD
62.72,62.2,106.0,66.4,69.6,84.12,88.87,95.18,0.1461,2.9221,61.9459,53.4428,-0.003283,-2.5,-2.5,BACKWARD
62.784,71.9,89.7,65.9,64.7,80.77,87.33,94.45,0.1461,2.9221,61.7889,53.2858,-0.003219,-2.5,-2.5,BACKWARD
62.848,67.4,68.4,66.7,66.3,67.88,82.88,92.0,0.1461,2.9221,61.6256,53.1225,-0.003347,-2.5,-2.5,BACKWARD
62.912,67.7,65.8,69.3,68.8,66.78,78.11,89.69,0.1461,2.9221,61.4686,52.9655,-0.003219,-2.5,-2.5,BACKWARD
62.976,65.1,69.5,67.5,64.7,67.28,73.37,87.81,0.1461,2.9221,61.3116,52.8022,-0.003283,-2.5,-2.5,BACKWARD
63.04,69.4,65.6,66.9,63.8,67.48,70.04,86.25,0.1461,2.9221,61.1484,52.6452,-0.003283,-2.5,-2.5,BACKWARD
63.104,71.8,64.7,66.1,65.7,68.26,67.54,85.02,0.1461,2.9221,60.9914,52.482,-0.003283,-2.5,-2.5,BACKWARD
63.168,71.7,73.2,68.4,66.1,72.43,68.45,84.58,0.1461,2.9221,60.8281,52.325,-0.003283,4.0,4.0,FORWARD
63.232,71.5,72.9,67.7,63.0,72.17,69.53,80.52,0.1461,2.9221,61.0856,52.5824,0.005278,4.0,4.0,FORWARD
63.296,64.5,69.9,61.1,65.2,67.16,69.5,76.37,0.1461,2.9221,61.3368,52.8336,0.00515,4.0,4.0,FORWARD
63.36,70.8,72.9,70.6,61.8,71.82,70.37,73.45,0.1461,2.9221,61.5942,53.0911,0.005278,4.0,4.0,FORWARD
63.424,70.2,100.0,67.6,70.9,85.1,73.74,72.95,0.1461,2.9221,61.8454,53.3423,0.00515,4.5,-4.5,TURN_RIGHT(default)
63.488,68.7,85.0,64.5,64.9,76.83,74.62,73.52,0.1461,2.9221,62.128,53.0597,0.0,4.0,4.0,FORWARD
63.552,67.0,106.1,66.4,70.2,86.54,77.49,73.17,0.1461,2.9221,62.3855,53.3172,0.005278,4.5,-4.5,TURN_RIGHT(default)
63.616,65.1,99.7,73.9,65.8,82.38,80.54,74.54,0.1461,2.9221,62.6681,53.0283,-6.4e-05,4.0,4.0,FORWARD
63.68,67.6,105.9,67.9,70.7,86.77,83.52,74.07,0.1461,2.9221,62.9256,53.2858,0.005278,4.5,-4.5,TURN_RIGHT(default)
63.744,70.2,92.6,61.2,64.6,81.42,82.79,75.15,0.1461,2.9221,63.2145,52.9969,0.0,4.0,4.0,FORWARD
63.808,63.1,106.0,65.4,69.8,84.54,84.33,74.29,0.1461,2.9221,63.4657,53.2544,0.005214,4.5,-4.5,TURN_RIGHT(default)
63.872,67.2,90.6,67.7,69.6,78.87,82.8,74.96,0.1461,2.9221,63.7546,52.9655,0.0,4.0,4.0,FORWARD
63.936,67.6,104.3,68.4,62.5,85.96,83.51,74.34,0.1461,2.9221,64.0058,53.223,0.005214,4.5,-4.5,TURN_RIGHT(default)
64.0,70.3,88.3,71.6,65.6,79.33,82.02,75.07,0.1461,2.9221,64.2946,52.9341,0.0,4.0,4.0,FORWARD
64.064,61.7,101.7,63.9,64.4,81.68,82.08,73.81,0.1461,2.9221,64.5458,53.1916,0.005214,4.5,-4.5,TURN_RIGHT(default)
64.128,65.7,87.3,69.4,71.9,76.54,80.48,74.24,0.1461,2.9221,64.8284,52.9027,-6.4e-05,4.0,4.0,FORWARD
64.192,71.7,104.5,68.9,70.5,88.1,82.32,74.01,0.1461,2.9221,65.0859,53.1602,0.005278,4.5,-4.5,TURN_RIGHT(default)
64.256,63.3,79.4,71.1,66.2,71.35,79.4,73.62,0.1461,2.9221,65.3685,52.8776,0.0,4.0,4.0,FORWARD
64.32,70.6,106.1,64.6,70.2,88.32,81.2,73.54,0.1461,2.9221,65.626,53.1288,0.005214,4.5,-4.5,TURN_RIGHT(default)
64.384,65.6,72.3,72.8,65.2,68.95,78.65,72.87,0.1461,2.9221,65.9086,52.8462,0.0,4.0,4.0,FORWARD
64.448,69.3,102.3,64.2,67.4,85.81,80.51,72.56,0.1461,2.9221,66.1598,53.0974,0.00515,4.5,-4.5,TURN_RIGHT(default)
64.512,69.0,79.6,65.9,68.9,74.31,77.75,72.79,0.1461,2.9221,66.4487,52.8148,6.4e-05,4.0,4.0,FORWARD
64.576,66.8,102.1,67.2,64.8,84.48,80.38,72.3,0.1461,2.9221,66.6999,53.066,0.00515,4.5,-4.5,TURN_RIGHT(default)
64.64,61.2,69.0,67.1,68.0,65.09,75.73,71.22,0.1461,2.9221,66.9888,52.7834,6.4e-05,4.0,4.0,FORWARD
64.704,71.7,102.2,63.4,66.7,86.97,79.33,71.32,0.1461,2.9221,67.24,53.0346,0.00515,4.5,-4.5,TURN_RIGHT(default)
64.768,69.1,69.7,66.9,66.3,69.42,76.05,71.02,0.1461,2.9221,67.5288,52.752,6.4e-05,4.0,4.0,FORWARD
64.832,63.8,94.0,66.0,73.8,78.92,76.97,69.97,0.1461,2.9221,67.78,53.0032,0.00515,4.0,4.0,FORWARD
64.896,64.3,115.5,59.7,67.1,89.87,78.05,70.63,0.1461,2.9221,68.0375,53.2607,0.005278,4.5,-4.5,TURN_RIGHT(default)
64.96,66.0,86.2,72.9,69.7,76.07,80.25,71.45,0.1461,2.9221,68.3201,52.9718,-6.4e-05,4.0,4.0,FORWARD
65.024,64.1,100.9,67.1,66.4,82.51,79.36,70.84,0.1461,2.9221,68.5713,53.2293,0.005214,-4.5,4.5,TURN_LEFT
65.088,73.5,120.3,65.1,71.5,96.9,84.85,74.65,0.1461,2.9221,68.2887,53.5119,-0.0,-4.5,4.5,TURN_LEFT
65.152,64.5,146.6,68.0,68.5,105.52,90.18,79.13,0.1461,2.9221,68.0061,53.8008,6.4e-05,-4.5,4.5,TURN_LEFT
65.216,66.6,139.9,73.8,66.0,103.27,92.85,82.68,0.1461,2.9221,67.7172,54.0834,-6.4e-05,-4.5,4.5,TURN_LEFT
65.28,68.7,152.2,65.8,71.9,110.43,99.72,86.71,0.1461,2.9221,67.4346,54.3722,6.4e-05,-4.5,4.5,TURN_LEFT
65.344,65.3,148.0,66.2,66.9,106.64,104.55,89.65,0.1461,2.9221,67.1458,54.6548,-6.4e-05,-4.5,4.5,TURN_LEFT
65.408,69.6,144.1,67.6,66.7,106.89,106.55,92.14,0.1461,2.9221,66.8632,54.9437,6.4e-05,-4.5,4.5,TURN_LEFT
65.472,66.8,145.9,66.3,68.8,106.38,106.72,94.25,0.1461,2.9221,66.5743,55.2263,-6.4e-05,-4.5,4.5,TURN_LEFT
65.536,68.7,155.2,65.9,68.4,111.92,108.45,96.83,0.1461,2.9221,66.2854,55.5152,-0.0,-4.5,4.5,TURN_LEFT
65.6,67.1,150.5,71.6,69.8,108.78,108.12,98.55,0.1461,2.9221,66.0028,55.8041,6.4e-05,-4.5,4.5,TURN_LEFT
65.664,65.3,140.0,68.1,71.3,102.63,107.32,99.17,0.1461,2.9221,65.7139,56.0867,-6.4e-05,-4.5,4.5,TURN_LEFT
65.728,66.8,144.8,60.9,64.5,105.84,107.11,100.12,0.1461,2.9221,65.4313,56.3756,6.4e-05,-4.5,4.5,TURN_LEFT
65.792,64.1,148.1,62.9,70.8,106.1,107.06,101.02,0.1461,2.9221,65.1424,56.6582,-6.4e-05,-4.5,4.5,TURN_LEFT
65.856,68.7,150.4,68.4,66.6,109.56,106.58,102.24,0.1461,2.9221,64.8598,56.947,6.4e-05,-4.5,4.5,TURN_LEFT
65.92,61.8,140.1,65.3,65.2,100.97,105.02,102.08,0.1461,2.9221,64.571,57.2296,-6.4e-05,-4.5,4.5,TURN_LEFT
65.984,97.7,162.7,65.5,62.0,130.2,110.53,106.19,0.1461,2.9221,64.2884,57.5122,-0.0,-4.5,4.5,TURN_LEFT
66.048,122.6,166.2,70.9,71.5,144.42,118.25,111.75,0.1461,2.9221,64.0058,57.8011,6.4e-05,-4.5,4.5,TURN_LEFT
66.112,128.0,167.6,67.1,71.5,147.8,126.59,117.04,0.1461,2.9221,63.7169,58.0837,-6.4e-05,-4.5,4.5,TURN_LEFT
66.176,117.8,168.6,71.2,66.9,143.23,133.32,120.84,0.1461,2.9221,63.4343,58.3726,6.4e-05,-4.5,4.5,TURN_LEFT
66.24,121.8,163.4,62.9,70.5,142.59,141.65,124.05,0.1461,2.9221,63.1454,58.6552,-6.4e-05,-4.5,4.5,TURN_LEFT
66.304,129.6,157.1,67.4,67.6,143.35,144.28,126.84,0.1461,2.9221,62.8628,58.9441,6.4e-05,-4.5,4.5,TURN_LEFT
66.368,114.7,170.6,69.5,71.2,142.65,143.92,129.18,0.1461,2.9221,62.5739,59.2267,-6.4e-05,-4.5,4.5,TURN_LEFT
66.432,130.2,170.3,65.7,66.2,150.25,144.41,132.26,0.1461,2.9221,62.285,59.5156,0.0,-4.5,4.5,TURN_LEFT
66.496,122.8,171.9,73.7,67.7,147.37,145.24,134.44,0.1461,2.9221,62.0024,59.8044,6.4e-05,-4.5,4.5,TURN_LEFT
66.56,127.5,168.8,67.4,64.0,148.13,146.35,136.46,0.1461,2.9221,61.7136,60.087,-6.4e-05,-4.5,4.5,TURN_LEFT
66.624,115.7,170.9,71.5,63.3,143.3,146.34,137.44,0.1461,2.9221,61.431,60.3759,6.4e-05,-2.5,-2.5,BACKWARD
66.688,128.2,160.2,68.7,65.6,144.19,146.65,139.85,0.1461,2.9221,61.2677,60.2126,-0.003347,-2.5,-2.5,BACKWARD
66.752,129.6,166.8,61.8,67.7,148.15,146.23,142.44,0.1461,2.9221,61.1107,60.0556,-0.003219,-2.5,-2.5,BACKWARD
66.816,119.2,174.0,68.3,66.8,146.58,146.07,144.45,0.1461,2.9221,60.9537,59.8924,-0.003283,-2.5,-2.5,BACKWARD
66.88,108.9,154.0,67.8,70.8,131.46,142.74,143.95,0.1461,2.9221,60.7904,59.7354,-0.003283,-2.5,-2.5,BACKWARD
66.944,103.6,131.2,69.3,61.9,117.42,137.56,141.45,0.1461,2.9221,60.6334,59.5784,-0.003219,-2.5,-2.5,BACKWARD
67.008,94.5,114.8,71.0,67.6,104.66,129.66,137.5,0.1461,2.9221,60.4701,59.4151,-0.003347,-2.5,-2.5,BACKWARD
67.072,72.2,114.8,71.0,62.1,93.48,118.72,132.44,0.1461,2.9221,60.3131,59.2581,-0.003219,-2.5,-2.5,BACKWARD
67.136,64.2,97.2,68.4,67.2,80.68,105.54,126.31,0.1461,2.9221,60.1498,59.0948,-0.003347,-2.5,-2.5,BACKWARD
67.2,68.5,94.0,70.5,70.2,81.25,95.5,121.1,0.1461,2.9221,59.9928,58.9378,-0.003218,-2.5,-2.5,BACKWARD
67.264,69.2,70.1,66.7,67.7,69.66,85.95,114.99,0.1461,2.9221,59.8358,58.7745,-0.003283,-2.5,-2.5,BACKWARD
67.328,65.2,67.7,69.2,68.6,66.42,78.3,109.29,0.1461,2.9221,59.6726,58.6175,-0.003283,4.0,4.0,FORWARD
67.392,68.1,78.4,69.7,68.6,73.25,74.25,101.77,0.1461,2.9221,59.93,58.875,0.005278,4.0,4.0,FORWARD
67.456,66.1,102.1,71.9,68.9,84.1,74.93,96.99,0.1461,2.9221,60.1812,59.1262,0.00515,-4.5,4.5,TURN_LEFT
67.52,102.3,88.1,64.9,70.9,95.19,77.72,96.73,0.1461,2.9221,59.8986,59.4088,0.0,-4.5,4.5,TURN_LEFT
67.584,91.7,84.7,65.3,65.2,88.2,81.43,95.45,0.1461,2.9221,59.616,59.6977,6.4e-05,4.0,4.0,FORWARD
67.648,92.0,109.8,65.2,63.6,100.87,88.32,94.05,0.1461,2.9221,59.8672,59.9489,0.00515,-4.5,4.5,TURN_LEFT
67.712,87.9,105.0,70.2,71.0,96.46,92.97,94.37,0.1461,2.9221,59.5846,60.2378,6.4e-05,-4.5,4.5,TURN_LEFT
67.776,88.5,73.9,68.7,63.3,81.23,92.39,92.48,0.1461,2.9221,59.2958,60.5204,-6.4e-05,4.0,4.0,FORWARD
67.84,90.6,90.0,68.8,71.2,90.3,91.41,89.91,0.1461,2.9221,59.5532,60.7778,0.005278,4.0,4.0,FORWARD
67.904,88.1,109.9,66.6,60.1,99.0,93.57,89.04,0.1461,2.9221,59.8044,61.029,0.00515,-4.5,4.5,TURN_LEFT
67.968,87.0,110.2,64.0,67.4,98.63,93.12,90.44,0.1461,2.9221,59.5218,61.3116,-0.0,-4.5,4.5,TURN_LEFT
68.032,91.1,74.0,71.6,61.1,82.54,90.34,89.28,0.1461,2.9221,59.233,61.6005,0.0,4.0,4.0,FORWARD
68.096,111.5,104.2,61.5,65.8,107.84,95.66,89.77,0.1461,2.9221,59.4904,61.8517,0.005214,-4.5,4.5,TURN_LEFT
68.16,109.0,71.2,69.1,74.6,90.06,95.61,89.81,0.1461,2.9221,59.2016,62.1406,0.0,-4.5,4.5,TURN_LEFT
68.224,103.3,68.1,63.3,66.3,85.7,92.95,89.21,0.1461,2.9221,58.919,62.4232,0.0,-4.5,4.5,TURN_LEFT
68.288,100.4,67.1,67.5,69.6,83.79,89.99,88.45,0.1461,2.9221,58.6301,62.7058,-6.4e-05,-4.5,4.5,TURN_LEFT
68.352,107.0,65.1,67.1,65.0,86.02,90.68,88.04,0.1461,2.9221,58.3475,63.001,0.000129,-4.5,4.5,TURN_LEFT
68.416,106.6,71.3,62.8,69.7,88.92,86.9,88.19,0.1461,2.9221,58.0586,63.2836,-6.4e-05,-4.5,4.5,TURN_LEFT
68.48,107.9,70.5,75.2,72.5,89.23,86.73,88.34,0.1461,2.9221,57.776,63.5662,0.0,-4.5,4.5,TURN_LEFT
68.544,99.9,67.8,67.8,59.4,83.85,86.36,87.69,0.1461,2.9221,57.4871,63.855,0.0,4.0,4.0,FORWARD
68.608,104.5,68.8,66.2,65.5,86.66,86.93,85.31,0.1461,2.9221,57.7446,64.1062,0.005214,-4.5,4.5,TURN_LEFT
68.672,108.7,70.9,66.8,61.9,89.78,87.69,85.96,0.1461,2.9221,57.4557,64.3951,0.0,-4.5,4.5,TURN_LEFT
68.736,105.8,70.0,66.8,62.2,87.9,87.48,86.25,0.1461,2.9221,57.1668,64.684,-0.0,-4.5,4.5,TURN_LEFT
68.8,104.9,62.9,68.2,64.9,83.91,86.42,85.9,0.1461,2.9221,56.8842,64.9666,0.0,-4.5,4.5,TURN_LEFT
68.864,103.7,65.8,68.1,76.6,84.75,86.6,85.74,0.1461,2.9221,56.5954,65.2555,0.0,-4.5,4.5,TURN_LEFT
68.928,99.5,68.9,63.6,62.9,84.16,86.1,85.51,0.1461,2.9221,56.3128,65.5381,-0.0,4.0,4.0,FORWARD
68.992,104.8,63.6,63.7,66.2,84.2,84.98,83.06,0.1461,2.9221,56.5702,65.7956,0.005278,-4.5,4.5,TURN_LEFT
69.056,108.3,73.3,70.0,71.4,90.79,85.56,84.22,0.1461,2.9221,56.2814,66.0782,-6.4e-05,-4.5,4.5,TURN_LEFT
69.12,110.9,68.4,68.3,68.0,89.63,86.71,85.01,0.1461,2.9221,55.9925,66.367,0.0,-4.5,4.5,TURN_LEFT
69.184,104.7,64.9,63.1,65.3,84.78,86.71,84.98,0.1461,2.9221,55.7099,66.6496,0.0,-4.5,4.5,TURN_LEFT
69.248,107.8,67.8,63.8,66.0,87.77,87.43,85.38,0.1461,2.9221,55.421,66.9385,-0.0,-4.5,4.5,TURN_LEFT
69.312,109.1,70.4,66.5,70.9,89.77,88.55,86.02,0.1461,2.9221,55.1384,67.2211,0.0,-4.5,4.5,TURN_LEFT
69.376,109.5,65.2,66.9,73.9,87.34,87.86,86.22,0.1461,2.9221,54.8495,67.51,0.0,-4.5,4.5,TURN_LEFT
69.44,117.9,63.9,66.3,64.6,90.89,88.11,86.9,0.1461,2.9221,54.5669,67.7926,-0.0,-4.5,4.5,TURN_LEFT
69.504,110.8,65.3,71.1,65.1,88.06,88.77,87.07,0.1461,2.9221,54.278,68.0815,0.0,-4.5,4.5,TURN_LEFT
69.568,110.6,62.5,71.1,66.8,86.58,88.53,87.0,0.1461,2.9221,53.9954,68.3641,0.0,-4.5,4.5,TURN_LEFT
69.632,110.7,65.7,66.3,61.2,88.21,88.21,87.17,0.1461,2.9221,53.7066,68.653,-0.0,-4.5,4.5,TURN_LEFT
69.696,99.2,66.2,69.0,70.0,82.73,87.29,86.52,0.1461,2.9221,53.424,68.9356,0.0,4.0,4.0,FORWARD
69.76,114.4,68.3,69.1,66.1,91.34,87.38,85.0,0.1461,2.9221,53.6752,69.193,0.005214,-4.5,4.5,TURN_LEFT
69.824,80.9,64.3,74.0,62.1,72.59,84.29,83.19,0.1461,2.9221,53.3926,69.4756,0.0,4.0,4.0,FORWARD
69.888,110.2,69.7,59.5,70.6,89.95,84.97,81.92,0.1461,2.9221,53.65,69.7331,0.005278,-4.5,4.5,TURN_LEFT
69.952,78.1,71.8,59.4,67.8,74.95,82.31,80.93,0.1461,2.9221,53.3612,70.0157,-6.4e-05,4.0,4.0,FORWARD
70.016,97.3,67.9,65.3,65.7,82.64,82.3,78.96,0.1461,2.9221,53.6186,70.2669,0.005214,4.0,4.0,FORWARD
70.08,117.8,67.7,72.2,64.7,92.78,82.58,78.75,0.1461,2.9221,53.8698,70.5244,0.005214,-4.5,4.5,TURN_LEFT
70.144,110.8,63.4,66.7,61.4,87.14,85.49,79.98,0.1461,2.9221,53.5872,70.807,0.0,-4.5,4.5,TURN_LEFT
70.208,78.8,61.9,65.9,68.8,70.35,81.57,78.57,0.1461,2.9221,53.2984,71.0959,-0.0,4.0,4.0,FORWARD
70.272,100.7,70.8,67.0,65.1,85.73,83.73,77.39,0.1461,2.9221,53.5558,71.3471,0.005214,-4.5,4.5,TURN_LEFT
70.336,74.5,70.2,68.5,65.9,72.31,81.66,76.65,0.1461,2.9221,53.267,71.636,-0.0,4.0,4.0,FORWARD
70.4,105.4,66.2,65.8,64.5,85.81,80.27,75.76,0.1461,2.9221,53.5244,71.8872,0.005214,-4.5,4.5,TURN_LEFT
70.464,70.4,66.5,65.1,70.7,68.42,76.53,74.69,0.1461,2.9221,53.2356,72.176,0.0,4.0,4.0,FORWARD
70.528,98.2,66.4,68.4,69.1,82.32,78.92,73.58,0.1461,2.9221,53.493,72.4272,0.005214,4.0,4.0,FORWARD
70.592,113.1,65.4,65.2,62.9,89.23,79.62,73.64,0.1461,2.9221,53.7442,72.6847,0.005214,-4.5,4.5,TURN_LEFT
70.656,83.7,67.6,63.0,63.8,75.64,80.28,73.93,0.1461,2.9221,53.4616,72.9673,0.0,4.0,4.0,FORWARD
70.72,100.8,69.5,95.0,66.5,85.18,80.16,73.37,0.1461,2.9221,53.7128,73.2185,0.00515,4.5,-4.5,TURN_RIGHT
70.784,115.8,69.1,64.1,68.9,92.48,84.97,76.14,0.1461,2.9221,54.0017,72.9359,6.4e-05,4.5,-4.5,TURN_RIGHT
70.848,159.8,65.9,64.2,71.8,112.89,91.08,81.51,0.1461,2.9221,54.2843,72.6533,0.0,4.5,-4.5,TURN_RIGHT
70.912,157.8,71.4,67.0,68.3,114.63,96.16,86.35,0.1461,2.9221,54.5732,72.3644,0.0,4.5,-4.5,TURN_RIGHT
70.976,152.0,75.0,69.1,68.0,113.5,103.73,90.31,0.1461,2.9221,54.8558,72.0818,0.0,4.5,-4.5,TURN_RIGHT
71.04,153.7,63.4,68.0,71.2,108.52,108.4,92.97,0.1461,2.9221,55.1447,71.793,-0.0,4.5,-4.5,TURN_RIGHT
71.104,148.7,67.5,71.0,69.3,108.1,111.53,95.21,0.1461,2.9221,55.4273,71.5041,-6.4e-05,4.5,-4.5,TURN_RIGHT
71.168,160.0,62.7,63.2,70.1,111.35,111.22,97.54,0.1461,2.9221,55.7162,71.2215,6.4e-05,4.5,-4.5,TURN_RIGHT
